feature_family,feature_name,aggregation,included_in_ibsi_benchmark,included_in_stability_atlas,exclusion_reason
grey-level run length,rlm_r_perc,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_r_perc,3D_comb,1,1,
grey-level run length,rlm_rl_entr,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_entr,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_entr,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_entr,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_entr,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_entr,3D_comb,1,1,
grey-level run length,rlm_rl_var,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_var,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_var,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_var,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_var,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rl_var,3D_comb,1,1,
grey-level run length,rlm_rlnu,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu,3D_comb,1,1,
grey-level run length,rlm_rlnu_norm,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu_norm,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu_norm,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu_norm,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu_norm,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_rlnu_norm,3D_comb,1,1,
grey-level run length,rlm_sre,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_sre,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_sre,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_sre,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_sre,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_sre,3D_comb,1,1,
grey-level run length,rlm_srhge,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srhge,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srhge,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srhge,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srhge,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srhge,3D_comb,1,1,
grey-level run length,rlm_srlge,2D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srlge,2D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srlge,2_5D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srlge,2_5D_comb,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srlge,3D_avg,1,0,non-primary aggregation (atlas uses 3D_comb for directional families)
grey-level run length,rlm_srlge,3D_comb,1,1,
intensity statistics,stat_cov,none,1,1,
intensity statistics,stat_energy,none,1,1,
intensity statistics,stat_iqr,none,1,1,
intensity statistics,stat_kurt,none,1,1,
intensity statistics,stat_mad,none,1,1,
intensity statistics,stat_max,none,1,1,
intensity statistics,stat_mean,none,1,1,
intensity statistics,stat_medad,none,1,1,
intensity statistics,stat_median,none,1,1,
intensity statistics,stat_min,none,1,1,
intensity statistics,stat_p10,none,1,1,
intensity statistics,stat_p90,none,1,1,
intensity statistics,stat_qcod,none,1,1,
intensity statistics,stat_range,none,1,1,
intensity statistics,stat_rmad,none,1,1,
intensity statistics,stat_rms,none,1,1,
intensity statistics,stat_skew,none,1,1,
intensity statistics,stat_var,none,1,1,
grey-level size zone,szm_gl_var,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_gl_var,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_gl_var,3D,1,1,
grey-level size zone,szm_glnu,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_glnu,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_glnu,3D,1,1,
grey-level size zone,szm_glnu_norm,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_glnu_norm,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_glnu_norm,3D,1,1,
grey-level size zone,szm_hgze,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_hgze,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_hgze,3D,1,1,
grey-level size zone,szm_lgze,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lgze,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lgze,3D,1,1,
grey-level size zone,szm_lze,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lze,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lze,3D,1,1,
grey-level size zone,szm_lzhge,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lzhge,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lzhge,3D,1,1,
grey-level size zone,szm_lzlge,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lzlge,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_lzlge,3D,1,1,
grey-level size zone,szm_sze,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_sze,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_sze,3D,1,1,
grey-level size zone,szm_szhge,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_szhge,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_szhge,3D,1,1,
grey-level size zone,szm_szlge,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_szlge,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_szlge,3D,1,1,
grey-level size zone,szm_z_perc,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_z_perc,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_z_perc,3D,1,1,
grey-level size zone,szm_zs_entr,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zs_entr,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zs_entr,3D,1,1,
grey-level size zone,szm_zs_var,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zs_var,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zs_var,3D,1,1,
grey-level size zone,szm_zsnu,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zsnu,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zsnu,3D,1,1,
grey-level size zone,szm_zsnu_norm,2D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zsnu_norm,2_5D,1,0,non-primary aggregation (atlas uses 3D for zone/neighbourhood families)
grey-level size zone,szm_zsnu_norm,3D,1,1,
